c_iss_pf,c_oss_pf,channels,configuration,division,i_d_25c_a,i_d_pulse_a,ispn,last_update_sami_pss,parameter_group_name,product_category,product_line,product_name,q_g_10v_nc,q_g_4_5v_nc,qualification,r_ds_on_10v_mohm,r_ds_on_25c_mohm,r_ds_on_4_5v_mohm,sales_product_number,technology_sami,v_ds_v,v_gs_th_max_v,v_gs_th_min_v,v_gs_th_typ_v,voltage_class_v
,,,,PSS,20.0,,ISY2070WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,22.0,Standard,4.4,,5.7,SP887117864,Category 30,20.0,2.45,1.55,2.0,
,,,,PSS,37.9,109.0,IWK68S899W6,2025-05-20 06:58:04.092,Category 45,Prod Category 19,52,IWK68S899W6,70.0,,Industrial,99.0,,,SP887272445,Category 17,600.0,4.5,3.5,4.0,
,,,,PSS,147.0,588.0,VBK857P83TB6,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK857P83TB6,31.0,15.0,Industrial,2.1,,3.0,SP887300165,Category 42,40.0,2.3,1.3,1.7,40.0
,,,,PSS,,,EVOT_JV_XOPIWB_X7,2025-05-20 06:58:04.092,,,52,EVOT_JV_XOPIWB_X7,,,Standard,,,,SP881140128,,,,,,
,,,,PSS,43.0,,ISYW2371,2025-05-20 06:58:04.092,Category 44,,18,,133.3,,Standard,42.0,,,SP887166905,Category 30,150.0,4.0,2.0,3.0,
,,,,PSS,7.6,24.0,IWM18S188QE,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM18S188QE,18.7,,Standard,500.0,,,SP887296095,Category 6,500.0,3.5,2.5,3.0,
,,,,PSS,184.0,,ILKO61S850L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILKO61S850L7J,,,Industrial,,27.0,,SP881294325,Category 25,650.0,,,,650.0
,,,,PSS,,,IMF53X61Q1V,2025-05-20 06:58:04.092,Category 44,Prod Category 26,52,,,,Industrial,,,,SP887622798,Category 28,,,,,650.0
,,,,PSS,14.0,,ISYS72P71M,2025-05-20 06:58:04.092,Category 8,,18,,19.0,,Standard,180.0,,,SP887116463,Category 30,150.0,5.5,3.0,4.25,
,,,,PSS,112.0,360.0,IWMC68S858QYM0,2025-05-20 06:58:04.092,Category 24,,52,IWMC68S858QYM0,186.0,,Industrial,20.0,,,SP881379641,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,13.0,49.0,IWM61S798Q0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM61S798Q0,23.0,,Industrial,190.0,,,SP888954634,Category 5,650.0,4.0,3.0,3.5,
,,,,PSS,,,MELU-WRUUT-288F-L,2025-05-20 06:58:04.092,,,51,MELU-WRUUT-288F-L,,,Standard,,,,SP887079058,,,,,,
,,,,PSS,14.0,,ISY4057X,2025-05-20 06:58:04.092,Category 29,,15,,,8.3,Standard,8.5,,12.5,SP887161036,Category 53,30.0,2.35,1.35,1.85,
,,,,PSS,17.0,45.0,IWM48S548W0,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM48S548W0,36.0,,Industrial,280.0,,,SP887355196,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,311.0,1244.0,IWRQ875P86PL1,2025-05-20 06:58:04.092,Category 54,,18,IWRQ875P86PL1,106.0,,Industrial,1.2,,,SP881012341,Category 38,60.0,3.3,2.1,2.8,60.0
,,,,PSS,29.0,,ISYJ2080WVY-7,2025-05-20 06:58:04.092,Category 19,,15,,,5.4,Standard,12.4,,17.9,SP887163706,Category 30,30.0,2.35,1.35,1.8,
,,,,PSS,,30.0,IWW18S248QE,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW18S248QE,32.0,,Standard,380.0,,,SP888418474,Category 6,500.0,3.5,2.5,3.0,
,,,,PSS,2.8,8.2,IWM61S7N3QYM,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM61S7N3QYM,10.0,,Non-Automotive,1400.0,,,SP887770025,Category 7,650.0,4.5,3.5,,
,,,,PSS,44.0,129.0,IWMC68S811QYM0,2025-05-20 06:58:04.092,Category 24,,52,IWMC68S811QYM0,67.0,,Industrial,55.0,,,SP881379035,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,42.0,,ISTS5981,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,,23.0,Standard,27.0,,40.0,SP887114378,Category 30,55.0,2.0,1.0,1.5,
,,,,PSS,26.0,,ISY6637,2025-05-20 06:58:04.092,Category 10,Prod Category 15,51,,34.0,,Standard,59.9,,,SP887119088,Category 30,200.0,4.9,3.0,4.0,
,,,,PSS,76.0,,ISYB0040,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,73.0,,Standard,8.4,,,SP887106565,Category 53,75.0,3.7,2.1,2.9,
,,,,PSS,12.0,42.0,IWV68S578QYM0,2025-05-20 06:58:04.092,Category 3,Prod Category 19,52,IWV68S578QYM0,23.0,,Non-Automotive,210.0,,,SP885657735,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,35.0,,ISY6632,2025-05-20 06:58:04.092,Category 10,Prod Category 15,51,,39.0,,Standard,34.5,,,SP887108808,Category 30,150.0,4.9,3.0,4.0,
,,,,PSS,35.0,,ISY38J522,2025-05-20 06:58:04.092,Category 36,,15,,,,Standard,6.2,,,SP881120478,Category 53,40.0,3.9,,2.2,
,,,,PSS,8.2,,ISYRB4235,2025-05-20 06:58:04.092,Category 55,,15,,,4.8,Standard,19.0,,29.0,SP887115293,Category 30,30.0,2.35,1.35,1.8,
,,,,PSS,20.0,83.0,IPL68S783Q0,2025-05-20 06:58:04.092,Category 59,Prod Category 15,52,IPL68S783Q0,42.0,,Industrial,104.0,,,SP887594884,Category 5,600.0,4.0,3.0,3.5,
,,,,PSS,98.0,,OILMC01S876L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,OILMC01S876L7J,,,Automotive,,16.0,,SP881131894,Category 25,750.0,,,,750.0
,,,,PSS,10.0,22.0,IWO18S218QW,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO18S218QW,19.0,,Non-Automotive,350.0,,,SP888526804,Category 12,500.0,3.5,2.5,,
2900.0,640.0,,,PSS,43.0,172.0,IWO892P86P2 X,2025-05-20 06:58:04.092,Category 39,Prod Category 15,18,IWO892P86P2 X,36.0,,Industrial,9.3,,,SP888317844,Category 33,60.0,4.0,2.0,3.0,
,,,,PSS,32.0,139.0,IWF61S801QYM0O,2025-05-20 06:58:04.092,Category 50,Prod Category 19,52,IWF61S801QYM0O,,,Automotive,75.0,,,SP881253548,Category 10,650.0,4.5,3.5,4.0,650.0
,,,,PSS,17.5,57.2,IWO61S798QYM,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO61S798QYM,68.0,,Industrial,190.0,,,SP888981245,Category 8,650.0,4.5,3.5,4.0,
,,,,PSS,4.0,10.0,IWA91S5N8W0,2025-05-20 06:58:04.092,Category 15,Prod Category 15,52,IWA91S5N8W0,10.0,,Non-Automotive,2000.0,,,SP887457454,Category 18,950.0,3.5,2.5,3.0,
,,,,PSS,-38.0,,ISYJL9297,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,,,16.0,Standard,14.6,,22.5,SP887108445,Category 30,-30.0,-2.4,-1.3,-1.8,
,,,,PSS,8.0,22.0,IWO48S688W0,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO48S688W0,20.0,,Industrial,600.0,,,SP887633683,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,14.0,41.0,IWR61S791X0,2025-05-20 06:58:04.092,Category 48,Prod Category 15,52,IWR61S791X0,20.0,,Non-Automotive,195.0,,,SP887316586,Category 16,650.0,4.0,3.0,,
4300.0,1600.0,,,PSS,100.0,400.0,VBQ877P82TBI,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ877P82TBI,68.0,34.0,Industrial,1.1,,1.5,SP888443103,Category 31,30.0,2.0,1.2,1.75,
,,,,PSS,53.0,159.0,IWF68S808Q6,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,IWF68S808Q6,170.0,,Non-Automotive,70.0,,,SP888631868,Category 4,600.0,3.5,2.5,,
,,,1 Independent,PSS,,,IMM84BX68Q,2025-05-20 06:58:04.092,Category 8,Prod Category 31,52,,,,Industrial,,,,SP887625178,Category 27,,,,,
,,,,PSS,18.5,63.0,IWO18S798QE,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO18S798QE,47.2,,Standard,190.0,,,SP887263275,Category 6,500.0,3.5,2.5,3.0,
,,,,PSS,270.0,,ISYV2886,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,,200.0,,Standard,2.5,,,SP881025641,Category 30,60.0,4.0,2.0,3.0,
,,,,PSS,20.7,62.1,SPV58P68Q2,2025-05-20 06:58:04.092,Category 3,Prod Category 15,52,SPV58P68Q2,87.0,,Industrial,190.0,,,SP888872158,Category 2,600.0,3.9,2.1,3.0,
,,,,PSS,54.9,150.0,SPF11P48Q2,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,SPF11P48Q2,288.0,,Industrial,85.0,,,SP888439216,Category 2,800.0,3.9,2.1,3.0,
,,,,PSS,-6.7,,ISY0383,2025-05-20 06:58:04.092,Category 29,Prod Category 9,18,,,33.3,Standard,,,40.0,SP887108385,Category 30,-20.0,,-0.7,,
,,,,PSS,5.1,,ISYT853K,2025-05-20 06:58:04.092,Category 30,Prod Category 15,15,,9.1,,Standard,57.5,,,SP887168344,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,34.1,85.0,SPF21P68QYM,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,SPF21P68QYM,163.0,,Non-Automotive,120.0,,,SP888861340,Category 7,600.0,5.0,3.0,,
,,,,PSS,-0.7,,ISY6570WVY-7,2025-05-20 06:58:04.092,Category 29,,18,,6.0,,Standard,2400.0,,,SP887167434,Category 30,-150.0,-5.0,-3.0,-4.0,
,,,,PSS,205.0,820.0,ICE872P83TL6QXBQ,2025-05-20 06:58:04.092,Category 19,,15,ICE872P83TL6QXBQ,41.0,20.0,Industrial,1.35,,1.9,SP881119814,Category 42,40.0,2.0,1.2,1.6,40.0
,,,,PSS,53.0,,ISYK36PB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,48.0,,Standard,16.5,,,SP887160984,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,,,IMJ76X61Q6,2025-05-20 06:58:04.092,Category 42,Prod Category 31,52,,,,Industrial,,,,SP887658195,Category 29,,,,,
,,,,PSS,,,EVOT_488F_KVB_YV_QYM0,2025-05-20 06:58:04.092,,Prod Category 6,52,EVOT_488F_KVB_YV_QYM0,,,Industrial,,,,SP887025944,,,,,,
,,,,PSS,-0.55,,VBB42I,2025-05-20 06:58:04.092,Category 31,,15,VBB42I,-1.79,-0.87,Industrial,1700.0,,2200.0,SP886872330,Category 52,-60.0,-2.0,-1.0,,-60.0
5400.0,1900.0,,,PSS,176.0,704.0,VBQ858P82TB X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ858P82TB X,70.0,34.0,Industrial,2.0,,2.9,SP888520665,Category 33,30.0,2.2,1.0,1.62,
,,,,PSS,12.5,34.0,IWM08S268W0B,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM08S268W0B,16.4,,Standard,360.0,,,SP887397623,Category 18,700.0,3.5,2.5,3.0,
,,,,PSS,64.0,,ISYK34PB,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,54.0,,Standard,14.0,,,SP887102133,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,789.0,,ICMJ59PE5TL1BQ,2025-05-20 06:58:04.092,Category 19,,15,ICMJ59PE5TL1BQ,191.0,88.0,Industrial,0.29,,0.35,SP881983200,Category 38,25.0,2.0,1.2,1.6,25.0
,,,,PSS,93.0,,ISYW3064,2025-05-20 06:58:04.092,Category 44,Prod Category 15,51,,180.0,,Standard,17.5,,,SP887107854,Category 30,250.0,5.0,3.0,4.0,
,,,,PSS,62.0,230.0,IWF61S838QL4,2025-05-20 06:58:04.092,Category 44,,52,IWF61S838QL4,80.0,,Industrial,40.0,,,SP886818957,Category 1,650.0,,,,650.0
,,,,PSS,85.0,304.0,IWMC61S859QYM0O,2025-05-20 06:58:04.092,Category 22,,52,IWMC61S859QYM0O,139.0,,Automotive,29.0,,,SP881120151,Category 10,650.0,4.5,3.5,4.0,650.0
870.0,630.0,,,PSS,15.0,160.0,VBQ8952PMI,2025-05-20 06:58:04.092,Category 21,Prod Category 15,15,VBQ8952PMI,,6.7,Industrial,5.0,,7.0,SP888923014,Category 31,30.0,2.0,1.2,1.8,
247.0,40.0,,,PSS,,8.0,VBT205BP,2025-05-20 06:58:04.092,Category 55,Prod Category 15,15,VBT205BP,,,Non-Automotive,,,260.0,SP888935958,Category 31,100.0,1.8,0.8,,
,,,,PSS,10.6,30.0,IWW68S248Q6,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW68S248Q6,32.0,,Non-Automotive,380.0,,,SP888631865,Category 4,600.0,3.5,2.5,,
6200.0,1900.0,,,PSS,275.0,1100.0,VBQ878P83TBI,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ878P83TBI,,45.0,Industrial,1.05,,1.4,SP888912578,Category 38,40.0,2.0,1.2,1.75,
,,,,PSS,4.2,12.3,IPL61S7N8Q6B,2025-05-20 06:58:04.092,Category 58,Prod Category 15,52,IPL61S7N8Q6B,15.0,,Non-Automotive,1000.0,,,SP887762843,Category 4,650.0,3.5,2.5,,
,,,,PSS,9.0,20.0,IWI18S299QW,2025-05-20 06:58:04.092,Category 14,Prod Category 15,52,IWI18S299QW,17.0,,Non-Automotive,,,,SP888648024,Category 12,500.0,3.5,2.5,,
1952.0,33.0,,,PSS,33.0,100.0,IPL68S781W0,2025-05-20 06:58:04.092,Category 59,Prod Category 15,52,IPL68S781W0,45.0,,Industrial,105.0,,,SP887610378,Category 18,600.0,4.0,3.0,3.5,
,,,,PSS,44.0,,ISYV35P58M,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,,91.0,,Standard,55.0,,,SP887168555,Category 30,200.0,5.5,3.0,4.25,
,,,,PSS,136.0,544.0,IWV868P71P1,2025-05-20 06:58:04.092,Category 4,Prod Category 15,51,IWV868P71P1,54.5,,Industrial,6.0,,,SP887680473,Category 38,150.0,4.6,3.0,3.8,
,,,,PSS,68.0,212.0,IWMC68S821QYM0,2025-05-20 06:58:04.092,Category 24,,52,IWMC68S821QYM0,108.0,,Industrial,35.0,,,SP881379015,Category 9,600.0,4.5,3.5,4.0,600.0
,,,,PSS,100.0,,IBQ856P82T1B,2025-05-20 06:58:04.092,Category 36,Prod Category 21,15,IBQ856P82T1B,26.0,13.0,Standard,2.6,,3.5,SP881384677,Category 31,30.0,2.0,1.2,,
,,,,PSS,81.0,,ISYW813P,2025-05-20 06:58:04.092,Category 44,Prod Category 15,18,,86.7,,Standard,12.0,,,SP887166704,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,247.0,850.0,ISTB2472,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,,,55.0,Standard,1.95,,,SP887106936,Category 53,30.0,2.35,1.35,1.85,
,,,,PSS,150.0,600.0,IST0422B,2025-05-20 06:58:04.092,Category 3,Prod Category 15,15,IST0422B,,32.0,Standard,3.8,,4.5,SP887164244,Category 30,30.0,2.3,1.4,1.85,
,,,,PSS,58.0,,ISTS4059WVY-7,2025-05-20 06:58:04.092,Category 8,,15,,,10.0,Standard,8.9,,11.9,SP887104048,Category 53,30.0,2.35,1.35,1.8,
5340.0,297.0,,,PSS,64.0,256.0,IWV588P51P2 X,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,IWV588P51P2 X,64.0,,Industrial,20.0,,,SP888600496,Category 33,250.0,4.0,2.0,3.0,
,,,,PSS,,207.0,IWW68S838B0,2025-05-20 06:58:04.092,Category 49,Prod Category 18,52,IWW68S838B0,83.0,,Industrial,40.0,,,SP881119590,Category 21,600.0,4.5,3.5,4.0,600.0
3300.0,1200.0,,,PSS,40.0,160.0,VBK821P82TB X,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,VBK821P82TB X,42.0,20.0,Industrial,3.5,,5.7,SP888504489,Category 33,30.0,2.2,1.0,1.66,
,,,,PSS,210.0,,ISYV2800,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,,160.0,,Standard,3.3,,,SP881025645,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,119.0,,ISYS3783,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,59.0,,Standard,5.5,,,SP887104754,Category 30,40.0,4.0,2.0,3.0,
,,,,PSS,43.3,137.0,IWF61S848QYM,2025-05-20 06:58:04.092,Category 44,Prod Category 15,52,IWF61S848QYM,170.0,,Industrial,80.0,,,SP887940265,Category 8,650.0,4.5,3.5,4.0,
,,,,PSS,12.0,,ISY9978WVY-7,2025-05-20 06:58:04.092,Category 29,,15,,,7.4,Standard,9.3,,18.3,SP887111953,Category 30,20.0,2.55,1.65,2.1,
,,,,PSS,58.0,,ISYJ0778,2025-05-20 06:58:04.092,Category 36,Prod Category 15,51,,58.0,,Standard,13.5,,,SP887101658,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,11.0,29.0,IWW48S318W0,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW48S318W0,24.0,,Industrial,450.0,,,SP887355028,Category 18,800.0,3.5,2.5,3.0,
,,,,PSS,3.6,,ISY0248WVY-7,2025-05-20 06:58:04.092,Category 29,,18,,15.0,,Standard,73.0,,,SP887108374,Category 30,80.0,4.0,2.0,3.0,
,,,,PSS,64.0,211.0,IWCQ61S838QYM0,2025-05-20 06:58:04.092,Category 25,,52,IWCQ61S838QYM0,97.0,,Industrial,40.0,,,SP881164856,Category 9,650.0,4.5,3.5,4.0,650.0
,,,,PSS,95.0,,ISYI0338XWVY,2025-05-20 06:58:04.092,Category 39,Prod Category 15,15,,88.0,,Standard,2.5,,,SP887104803,Category 53,40.0,3.9,2.2,3.0,
,,,,PSS,13.0,,ISTJ1828,2025-05-20 06:58:04.092,Category 36,,51,,,44.0,Standard,9.0,,9.9,SP887114015,Category 30,100.0,2.5,1.0,1.75,
,,,,PSS,148.0,592.0,ICM862P71PL1,2025-05-20 06:58:04.092,Category 19,,51,ICM862P71PL1,48.0,,Industrial,6.32,,,SP881982451,Category 38,150.0,4.6,3.0,3.8,150.0
210.0,30.0,,,PSS,0.43,-1.72,VSP270W,2025-05-20 06:58:04.092,Category 30,Prod Category 15,15,VSP270W,-11.6,,Automotive,4000.0,,,SP887814014,Category 52,-250.0,-2.0,-1.0,,
,,,,PSS,-70.0,,ISY3981B,2025-05-20 06:58:04.092,Category 3,Prod Category 15,18,,120.0,,Standard,20.0,,,SP887106643,Category 30,-55.0,-4.0,-2.0,-3.0,
,,,,PSS,7.4,12.0,IWB08S918QE,2025-05-20 06:58:04.092,Category 16,Prod Category 15,52,IWB08S918QE,15.3,,Non-Automotive,950.0,,,SP887360833,Category 6,700.0,3.5,2.5,,
,,,,PSS,3.6,6.0,IWM68S7N1WYM0B,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM68S7N1WYM0B,,,Standard,1500.0,,,SP883034405,Category 19,600.0,4.5,3.5,4.0,600.0
10700.0,2890.0,,,PSS,100.0,400.0,IWW854P84P2 X,2025-05-20 06:58:04.092,Category 38,Prod Category 15,18,IWW854P84P2 X,155.0,,Industrial,2.8,,,SP888648066,Category 33,80.0,3.5,2.0,2.8,
,,,,PSS,326.0,,ISYJ3587,2025-05-20 06:58:04.092,Category 19,Prod Category 15,15,,,,Non-Automotive,0.95,,1.25,SP887117446,Category 55,25.0,,,,
,,,,PSS,,87.0,IWKO68S899QL4,2025-05-20 06:58:04.092,Category 46,,52,IWKO68S899QL4,,,Industrial,,,,SP886852846,Category 1,600.0,,,,600.0
,,,,PSS,230.0,,IBQ874P84PL6,2025-05-20 06:58:04.092,Category 36,,18,IBQ874P84PL6,63.0,,Industrial,1.8,,,SP881015396,Category 42,80.0,3.5,2.4,3.0,80.0
,,,,PSS,13.0,49.0,IWW61S798Q0,2025-05-20 06:58:04.092,Category 38,Prod Category 15,52,IWW61S798Q0,23.0,,Industrial,190.0,,,SP888959356,Category 5,650.0,4.0,3.0,3.5,
,,,,PSS,62.0,,ISYB3550,2025-05-20 06:58:04.092,Category 3,Prod Category 15,51,,70.0,,Standard,26.0,,,SP887160478,Category 30,200.0,5.0,3.0,4.0,
3190.0,1520.0,,,PSS,,-160.0,VBK8981WPB,2025-05-20 06:58:04.092,Category 19,Prod Category 21,15,VBK8981WPB,43.2,,Standard,8.6,,,SP881299871,Category 48,-30.0,-1.9,-3.1,-2.1,
8000.0,1700.0,,,PSS,100.0,400.0,IWM823P86P2 X,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,IWM823P86P2 X,98.0,,Industrial,3.4,,,SP888317808,Category 33,60.0,4.0,2.0,3.0,
1200.0,470.0,,,PSS,84.0,336.0,VBQ825PE5TB,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ825PE5TB,16.0,7.7,Industrial,3.2,,4.8,SP888413204,Category 31,25.0,2.0,1.2,1.58,
,,,,PSS,163.0,,ILKO01S884L7J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILKO01S884L7J,,,Industrial,,7.8,,SP881908646,Category 25,750.0,,,,750.0
,,,,PSS,12.5,34.0,IWOP08S268W0B,2025-05-20 06:58:04.092,Category 40,Prod Category 15,52,IWOP08S268W0B,16.4,,Standard,360.0,,,SP887645866,Category 18,700.0,3.5,2.5,3.0,
4620.0,1430.0,,,PSS,,-120.0,VBQ848W82TB X,2025-05-20 06:58:04.092,Category 36,Prod Category 15,15,VBQ848W82TB X,,,Industrial,,,,SP888219663,Category 45,-30.0,-1.0,-2.2,,
1770.0,135.0,,,PSS,34.0,136.0,IWM258P58P2 X,2025-05-20 06:58:04.092,Category 8,Prod Category 15,51,IWM258P58P2 X,22.0,,Industrial,32.0,,,SP887750425,Category 33,200.0,4.0,2.0,3.0,
,,,,PSS,82.0,,ILTR61S856L5J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILTR61S856L5J,,,Industrial,,26.0,,SP881969360,Category 26,650.0,,,,650.0
,,,,PSS,84.0,,ISY7878EB,2025-05-20 06:58:04.092,Category 3,,18,,86.6,,Standard,12.0,,,SP887112453,Category 30,60.0,4.0,2.0,3.0,
,,,,PSS,62.0,,ISYS34K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,40.0,,Standard,11.0,,,SP887101493,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,1.2,,ISTLT5385RSWVY-7,2025-05-20 06:58:04.092,Category 31,,15,,,2.6,Standard,,,250.0,SP887100815,Category 30,20.0,,0.7,,
,,,,PSS,15.0,34.0,IWV98S238Q2,2025-05-20 06:58:04.092,Category 3,Prod Category 15,52,IWV98S238Q2,94.0,,Industrial,340.0,,,SP885134463,Category 2,900.0,3.5,2.5,3.0,
,,,,PSS,42.0,168.0,VBQ711P86PM,2025-05-20 06:58:04.092,Category 36,Prod Category 15,18,VBQ711P86PM,21.0,,Industrial,15.5,,,SP882442234,Category 33,60.0,,,3.0,60.0
,,,,PSS,,,IWQ702P78P2,2025-05-20 06:58:04.092,Category 9,,51,,,,,100.0,,,SP888499273,Category 33,100.0,3.5,2.0,,
,,,,PSS,23.0,56.0,IWV18S738QW,2025-05-20 06:58:04.092,Category 3,Prod Category 15,52,IWV18S738QW,48.0,,Industrial,140.0,,,SP888575036,Category 12,500.0,3.5,2.5,,
,,,,PSS,30.0,,ISYS3781K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,18,,18.0,,Standard,24.5,,,SP887110874,Category 30,55.0,4.0,2.0,3.0,
,,,,PSS,260.0,,ISYB2780-0W,2025-05-20 06:58:04.092,Category 4,Prod Category 15,18,,160.0,,Standard,2.6,,,SP887161814,Category 30,75.0,4.0,2.0,3.0,
,,,,PSS,10.4,68.0,IWO68S768W6,2025-05-20 06:58:04.092,Category 39,Prod Category 15,52,IWO68S768W6,44.0,,Industrial,160.0,,,SP887870845,Category 17,600.0,4.5,3.5,4.0,
,,,,PSS,8.7,27.0,IWM61S358QYM,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM61S358QYM,32.0,,Industrial,420.0,,,SP887770024,Category 8,650.0,4.5,3.5,4.0,
,,,,PSS,37.0,,IBK710P84PL6,2025-05-20 06:58:04.092,Category 19,,18,IBK710P84PL6,8.3,,Industrial,15.7,,,SP881229156,Category 42,80.0,3.5,2.4,3.0,80.0
,,,,PSS,163.0,,ISY6493L,2025-05-20 06:58:04.092,Category 10,Prod Category 15,15,,,31.0,Standard,1.3,,1.8,SP887159223,Category 30,25.0,2.1,1.1,1.6,
376.0,75.0,,,PSS,2.3,9.0,VBT284Q,2025-05-20 06:58:04.092,Category 55,Prod Category 15,15,VBT284Q,1.5,,Automotive,57.0,,,SP887787885,Category 31,30.0,2.0,1.2,1.6,
690.0,52.0,,,PSS,15.2,61.0,VBK988P58PB2 X,2025-05-20 06:58:04.092,Category 19,Prod Category 15,51,VBK988P58PB2 X,8.7,,Industrial,90.0,,,SP888047486,Category 33,200.0,4.0,2.0,3.0,
,,,,PSS,116.0,505.0,IWF61S874QL4,2025-05-20 06:58:04.092,Category 44,,52,IWF61S874QL4,173.0,,Industrial,18.0,,,SP886818973,Category 1,650.0,,,,650.0
,,,,PSS,127.0,,ISYBT3278K,2025-05-20 06:58:04.092,Category 14,,51,,120.0,,Standard,6.0,,,SP887110674,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,51.0,,ISYV15P71M,2025-05-20 06:58:04.092,Category 38,,18,,60.0,,Standard,32.0,,,SP887105225,Category 30,150.0,5.0,3.0,4.0,
,,,,PSS,10.5,18.0,IWM08S688QE,2025-05-20 06:58:04.092,Category 8,Prod Category 15,52,IWM08S688QE,22.0,,Non-Automotive,600.0,,,SP887366994,Category 6,700.0,3.5,2.5,,
,,,,PSS,,60.0,IXTM68S808M7,2025-05-20 06:58:04.092,Category 11,Prod Category 7,52,IXTM68S808M7,,,Industrial,,,,SP887081358,Category 0,600.0,1.6,0.9,1.2,600.0
,,,,PSS,86.0,,ISYS2089K,2025-05-20 06:58:04.092,Category 8,Prod Category 15,15,,,17.0,Standard,6.5,,8.2,SP887107675,Category 30,30.0,2.25,1.35,1.8,
,,,,PSS,81.0,,ILR61S856L5J,2025-05-20 06:58:04.092,Category 1,Prod Category 30,52,ILR61S856L5J,,,Industrial,,26.0,,SP886817753,Category 26,650.0,,,,650.0
,,,,PSS,-1.9,-7.6,ISP56MW86PLB,2025-05-20 06:58:04.092,Category 30,,15,ISP56MW86PLB,-10.8,,Standard,260.0,,,SP883940535,Category 31,-60.0,-4.0,-2.1,,-60.0
,,,,PSS,42.0,,ISYW718L,2025-05-20 06:58:04.092,Category 44,,18,,73.3,,Standard,36.0,,,SP887115886,Category 30,100.0,4.0,2.0,3.0,
,,,,PSS,13.8,39.0,IWV68S548W6,2025-05-20 06:58:04.092,Category 3,Prod Category 19,52,IWV68S548W6,25.5,,Industrial,280.0,,,SP887263364,Category 17,600.0,4.5,3.5,4.0,
2400.0,500.0,,,PSS,101.0,404.0,VBK838P86TB1,2025-05-20 06:58:04.092,Category 19,Prod Category 15,18,VBK838P86TB1,,18.0,Industrial,4.0,,5.6,SP887241104,Category 38,60.0,2.3,1.1,1.7,
,,,,PSS,85.0,,ISYB3257,2025-05-20 06:58:04.092,Category 3,,51,,71.0,,Standard,15.0,,,SP887161874,Category 30,150.0,5.0,3.0,4.0,
